[INFO ] 2019-04-07T14:42:50,032Z [main] cliutils.CliWrapperBase.call - Application Args: generate-node-info
[INFO ] 2019-04-07T14:43:04,628Z [main] liquibase.info - master.changelog.json: migration/node-info.changelog-v3.xml::column_host_name::R3.Corda: ChangeSet migration/node-info.changelog-v3.xml::column_host_name::R3.Corda ran successfully in 14ms
[INFO ] 2019-04-07T14:43:04,631Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-5::R3.Corda: Table node_attachments created
[INFO ] 2019-04-07T14:43:04,631Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-5::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-5::R3.Corda ran successfully in 2ms
[INFO ] 2019-04-07T14:43:04,634Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-7::R3.Corda: Table node_checkpoints created
[INFO ] 2019-04-07T14:43:04,634Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-7::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-7::R3.Corda ran successfully in 1ms
[INFO ] 2019-04-07T14:43:04,654Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-8::R3.Corda: Table node_contract_upgrades created
[INFO ] 2019-04-07T14:43:04,654Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-8::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-8::R3.Corda ran successfully in 10ms
[INFO ] 2019-04-07T14:43:04,662Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-9::R3.Corda: Table node_identities created
[INFO ] 2019-04-07T14:43:04,663Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-9::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-9::R3.Corda ran successfully in 4ms
[INFO ] 2019-04-07T14:43:04,677Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-13::R3.Corda: Table node_message_ids created
[INFO ] 2019-04-07T14:43:04,677Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-13::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-13::R3.Corda ran successfully in 13ms
[INFO ] 2019-04-07T14:43:04,682Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-14::R3.Corda: Table node_message_retry created
[INFO ] 2019-04-07T14:43:04,682Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-14::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-14::R3.Corda ran successfully in 1ms
[INFO ] 2019-04-07T14:43:04,687Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-15::R3.Corda: Table node_named_identities created
[INFO ] 2019-04-07T14:43:04,687Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-15::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-15::R3.Corda ran successfully in 2ms
[INFO ] 2019-04-07T14:43:04,710Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-17::R3.Corda: Table node_our_key_pairs created
[INFO ] 2019-04-07T14:43:04,710Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-17::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-17::R3.Corda ran successfully in 1ms
[INFO ] 2019-04-07T14:43:04,713Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-19::R3.Corda: Table node_scheduled_states created
[INFO ] 2019-04-07T14:43:04,713Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-19::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-19::R3.Corda ran successfully in 1ms
[INFO ] 2019-04-07T14:43:04,716Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-20::R3.Corda: Table node_transaction_mappings created
[INFO ] 2019-04-07T14:43:04,716Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-20::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-20::R3.Corda ran successfully in 1ms
[INFO ] 2019-04-07T14:43:04,720Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-21::R3.Corda: Table node_transactions created
[INFO ] 2019-04-07T14:43:04,720Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-21::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-21::R3.Corda ran successfully in 1ms
[INFO ] 2019-04-07T14:43:04,728Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-30::R3.Corda: Primary key added to node_attachments (att_id)
[INFO ] 2019-04-07T14:43:04,728Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-30::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-30::R3.Corda ran successfully in 2ms
[INFO ] 2019-04-07T14:43:04,731Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-32::R3.Corda: Primary key added to node_checkpoints (checkpoint_id)
[INFO ] 2019-04-07T14:43:04,731Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-32::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-32::R3.Corda ran successfully in 2ms
[INFO ] 2019-04-07T14:43:04,748Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-33::R3.Corda: Primary key added to node_contract_upgrades (state_ref)
[INFO ] 2019-04-07T14:43:04,748Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-33::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-33::R3.Corda ran successfully in 6ms
[INFO ] 2019-04-07T14:43:04,752Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-34::R3.Corda: Primary key added to node_identities (pk_hash)
[INFO ] 2019-04-07T14:43:04,752Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-34::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-34::R3.Corda ran successfully in 3ms
[INFO ] 2019-04-07T14:43:04,755Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-38::R3.Corda: Primary key added to node_message_ids (message_id)
[INFO ] 2019-04-07T14:43:04,755Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-38::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-38::R3.Corda ran successfully in 1ms
[INFO ] 2019-04-07T14:43:04,757Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-39::R3.Corda: Primary key added to node_message_retry (message_id)
[INFO ] 2019-04-07T14:43:04,757Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-39::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-39::R3.Corda ran successfully in 1ms
[INFO ] 2019-04-07T14:43:04,762Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-40::R3.Corda: Primary key added to node_named_identities (name)
[INFO ] 2019-04-07T14:43:04,762Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-40::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-40::R3.Corda ran successfully in 3ms
[INFO ] 2019-04-07T14:43:04,765Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-42::R3.Corda: Primary key added to node_our_key_pairs (public_key_hash)
[INFO ] 2019-04-07T14:43:04,765Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-42::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-42::R3.Corda ran successfully in 1ms
[INFO ] 2019-04-07T14:43:04,768Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-44::R3.Corda: Primary key added to node_scheduled_states (output_index, transaction_id)
[INFO ] 2019-04-07T14:43:04,768Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-44::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-44::R3.Corda ran successfully in 1ms
[INFO ] 2019-04-07T14:43:04,771Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-45::R3.Corda: Primary key added to node_transaction_mappings (tx_id)
[INFO ] 2019-04-07T14:43:04,771Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-45::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-45::R3.Corda ran successfully in 2ms
[INFO ] 2019-04-07T14:43:04,774Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-46::R3.Corda: Primary key added to node_transactions (tx_id)
[INFO ] 2019-04-07T14:43:04,774Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-46::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-46::R3.Corda ran successfully in 1ms
[INFO ] 2019-04-07T14:43:04,787Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-61::R3.Corda: Foreign key constraint added to node_link_nodeinfo_party (party_name)
[INFO ] 2019-04-07T14:43:04,787Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::1511451595465-61::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::1511451595465-61::R3.Corda ran successfully in 11ms
[INFO ] 2019-04-07T14:43:04,791Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add index att_id::R3.Corda: Index att_id_idx created
[INFO ] 2019-04-07T14:43:04,791Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add index att_id::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::add index att_id::R3.Corda ran successfully in 1ms
[INFO ] 2019-04-07T14:43:04,797Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_contract_attachment::R3.Corda: Table node_attchments_contracts created
[INFO ] 2019-04-07T14:43:04,799Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_contract_attachment::R3.Corda: Foreign key constraint added to node_attchments_contracts (att_id)
[INFO ] 2019-04-07T14:43:04,800Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_contract_attachment::R3.Corda: Data deleted from node_attachments
[INFO ] 2019-04-07T14:43:04,800Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_contract_attachment::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::add_contract_attachment::R3.Corda ran successfully in 7ms
[INFO ] 2019-04-07T14:43:04,947Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_dedup_columns::R3.Corda: Columns sender(NVARCHAR(64)),sequence_number(BIGINT) added to node_message_ids
[INFO ] 2019-04-07T14:43:04,947Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_dedup_columns::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::add_dedup_columns::R3.Corda ran successfully in 48ms
[INFO ] 2019-04-07T14:43:04,950Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::attchments_rename::R3.Corda: Table node_attchments_contracts renamed to node_attachments_contracts
[INFO ] 2019-04-07T14:43:04,950Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::attchments_rename::R3.Corda: ChangeSet migration/node-core.changelog-v4.xml::attchments_rename::R3.Corda ran successfully in 1ms
[INFO ] 2019-04-07T14:43:04,968Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_identities.identity_value
[INFO ] 2019-04-07T14:43:04,969Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_attachments.content
[INFO ] 2019-04-07T14:43:04,970Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_attachments_contracts.contract_class_name
[INFO ] 2019-04-07T14:43:04,971Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_checkpoints.checkpoint_value
[INFO ] 2019-04-07T14:43:04,972Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_contract_upgrades.contract_class_name
[INFO ] 2019-04-07T14:43:04,973Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_message_ids.insertion_time
[INFO ] 2019-04-07T14:43:04,974Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_message_retry.message
[INFO ] 2019-04-07T14:43:04,975Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_message_retry.recipients
[INFO ] 2019-04-07T14:43:04,977Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_named_identities.pk_hash
[INFO ] 2019-04-07T14:43:04,979Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_our_key_pairs.private_key
[INFO ] 2019-04-07T14:43:04,979Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_our_key_pairs.public_key
[INFO ] 2019-04-07T14:43:04,980Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_transaction_mappings.state_machine_run_id
[INFO ] 2019-04-07T14:43:04,981Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: Null constraint has been added to node_transactions.transaction_value
[INFO ] 2019-04-07T14:43:04,982Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v4.xml::nullability::R3.Corda: ChangeSet migration/node-core.changelog-v4.xml::nullability::R3.Corda ran successfully in 30ms
[INFO ] 2019-04-07T14:43:04,986Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v5.xml::remove_unused_node_message_retry::R3.Corda: Table node_message_retry dropped
[INFO ] 2019-04-07T14:43:04,986Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v5.xml::remove_unused_node_message_retry::R3.Corda: ChangeSet migration/node-core.changelog-v5.xml::remove_unused_node_message_retry::R3.Corda ran successfully in 2ms
[INFO ] 2019-04-07T14:43:05,118Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v8.xml::conditional_attchments_rename::R3.Corda: Marking ChangeSet: migration/node-core.changelog-v8.xml::conditional_attchments_rename::R3.Corda ran despite precondition failure due to onFail='MARK_RAN': 
          master.changelog.json : Table PUBLIC.NODE_ATTCHMENTS_CONTRACTS does not exist

[INFO ] 2019-04-07T14:43:05,230Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v8.xml::conditional_attchments_contracts::R3.Corda: Marking ChangeSet: migration/node-core.changelog-v8.xml::conditional_attchments_contracts::R3.Corda ran despite precondition failure due to onFail='MARK_RAN': 
          master.changelog.json : Table PUBLIC.NODE_ATTACHMENTS_CONTRACT_CLASS_NAME does not exist

[INFO ] 2019-04-07T14:43:05,235Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v8.xml::add_signers::R3.Corda: Table node_attachments_signers created
[INFO ] 2019-04-07T14:43:05,237Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v8.xml::add_signers::R3.Corda: Foreign key constraint added to node_attachments_signers (att_id)
[INFO ] 2019-04-07T14:43:05,237Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-v8.xml::add_signers::R3.Corda: ChangeSet migration/node-core.changelog-v8.xml::add_signers::R3.Corda ran successfully in 4ms
[INFO ] 2019-04-07T14:43:05,271Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-tx-mapping.xml::add_tx_mapping_column::R3.Corda: Columns state_machine_run_id(NVARCHAR(36)) added to node_transactions
[INFO ] 2019-04-07T14:43:05,272Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-tx-mapping.xml::add_tx_mapping_column::R3.Corda: Custom SQL executed
[INFO ] 2019-04-07T14:43:05,273Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-tx-mapping.xml::add_tx_mapping_column::R3.Corda: Table node_transaction_mappings dropped
[INFO ] 2019-04-07T14:43:05,273Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-tx-mapping.xml::add_tx_mapping_column::R3.Corda: ChangeSet migration/node-core.changelog-tx-mapping.xml::add_tx_mapping_column::R3.Corda ran successfully in 34ms
[INFO ] 2019-04-07T14:43:05,276Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_network_parameters_storage::R3.Corda: Table node_network_parameters created
[INFO ] 2019-04-07T14:43:05,276Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_network_parameters_storage::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::add_network_parameters_storage::R3.Corda ran successfully in 1ms
[INFO ] 2019-04-07T14:43:05,284Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::network_parameters_pk::R3.Corda: Primary key added to node_network_parameters (hash)
[INFO ] 2019-04-07T14:43:05,284Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::network_parameters_pk::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::network_parameters_pk::R3.Corda ran successfully in 6ms
[INFO ] 2019-04-07T14:43:05,295Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_version_column::R3.Corda: Columns version(INT) added to node_attachments
[INFO ] 2019-04-07T14:43:05,295Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_version_column::R3.Corda: Custom SQL executed
[INFO ] 2019-04-07T14:43:05,296Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_version_column::R3.Corda: Null constraint has been added to node_attachments.version
[INFO ] 2019-04-07T14:43:05,296Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::add_version_column::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::add_version_column::R3.Corda ran successfully in 11ms
[INFO ] 2019-04-07T14:43:05,298Z [main] persistence.AttachmentVersionNumberMigration.execute - Start executing...
[INFO ] 2019-04-07T14:43:05,300Z [main] persistence.AttachmentVersionNumberMigration.execute - Attachment version creation from whitelisted JARs skipped, network parameters not found in /Users/vivian.a.chen/Hackathon/samples/cordapp-example/workflows-kotlin/build/nodes/AIGeico/network-parameters, but there are no available attachments to migrate.
[INFO ] 2019-04-07T14:43:05,300Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::update-version-of-whitelisted-jars::R3.Corda: null
[INFO ] 2019-04-07T14:43:05,300Z [main] liquibase.info - master.changelog.json: migration/node-services.changelog-init.xml::update-version-of-whitelisted-jars::R3.Corda: ChangeSet migration/node-services.changelog-init.xml::update-version-of-whitelisted-jars::R3.Corda ran successfully in 2ms
[INFO ] 2019-04-07T14:43:05,301Z [main] migration.VaultStateMigration.execute - Migrating vault state data to V4 tables
[INFO ] 2019-04-07T14:43:05,433Z [main] migration.MigrationServicesForResolution.getNetworkParametersFromFile - Couldn't find network parameters file: /Users/vivian.a.chen/Hackathon/samples/cordapp-example/workflows-kotlin/build/nodes/AIGeico/network-parameters. This is expected if the node is starting for the first time.
[INFO ] 2019-04-07T14:43:05,471Z [main] persistence.HibernateConfiguration.<init> - Init HibernateConfiguration for schemas: [VaultMigrationSchemaV1(name=net.corda.node.migration.VaultMigrationSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1)]
[INFO ] 2019-04-07T14:43:05,485Z [main] persistence.HibernateConfiguration.makeSessionFactoryForSchemas - Creating session factory for schemas: [VaultMigrationSchemaV1(name=net.corda.node.migration.VaultMigrationSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1)]
[INFO ] 2019-04-07T14:43:05,767Z [main] hibernate.Version.logVersion - HHH000412: Hibernate Core {5.3.6.Final}
[INFO ] 2019-04-07T14:43:05,769Z [main] cfg.Environment.<clinit> - HHH000206: hibernate.properties not found
[INFO ] 2019-04-07T14:43:06,127Z [main] common.Version.<clinit> - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
[INFO ] 2019-04-07T14:43:06,418Z [main] internal.ConnectionProviderInitiator.initiateService - HHH000130: Instantiating explicit connection provider: net.corda.nodeapi.internal.persistence.HibernateConfiguration$NodeDatabaseConnectionProvider
[INFO ] 2019-04-07T14:43:06,479Z [main] dialect.Dialect.<init> - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
[INFO ] 2019-04-07T14:43:06,623Z [main] type.BasicTypeRegistry.register - HHH000270: Type registration [materialized_blob] overrides previous : org.hibernate.type.MaterializedBlobType@2c7c898a
[INFO ] 2019-04-07T14:43:08,951Z [main] connections.access.getIsolatedConnection - HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@154208f2] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
[INFO ] 2019-04-07T14:43:09,255Z [main] persistence.HibernateConfiguration.makeSessionFactoryForSchemas - Created session factory for schemas: [VaultMigrationSchemaV1(name=net.corda.node.migration.VaultMigrationSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1)]
[INFO ] 2019-04-07T14:43:09,645Z [main] internal.QueryTranslatorFactoryInitiator.initiateService - HHH000397: Using ASTQueryTranslatorFactory
[INFO ] 2019-04-07T14:43:09,989Z [main] migration.MigrationServicesForResolution.getNetworkParametersFromFile - Couldn't find network parameters file: /Users/vivian.a.chen/Hackathon/samples/cordapp-example/workflows-kotlin/build/nodes/AIGeico/network-parameters. This is expected if the node is starting for the first time.
[WARN ] 2019-04-07T14:43:09,995Z [main] migration.MigrationServicesForResolution.defaultNetworkParameters - Using a dummy set of network parameters for migration.
[INFO ] 2019-04-07T14:43:10,073Z [main] migration.VaultStateMigration.execute - Finished performing vault state data migration for 0 states
[INFO ] 2019-04-07T14:43:10,073Z [main] liquibase.info - master.changelog.json: migration/vault-schema.changelog-v9.xml::update-vault-states::R3.Corda: null
[INFO ] 2019-04-07T14:43:10,073Z [main] liquibase.info - master.changelog.json: migration/vault-schema.changelog-v9.xml::update-vault-states::R3.Corda: ChangeSet migration/vault-schema.changelog-v9.xml::update-vault-states::R3.Corda ran successfully in 4772ms
[INFO ] 2019-04-07T14:43:10,079Z [main] liquibase.info - Successfully released change log lock
[INFO ] 2019-04-07T14:43:10,091Z [main] internal.Node.invoke - Connected to H2 database.
[INFO ] 2019-04-07T14:43:10,118Z [main] persistence.HibernateConfiguration.<init> - Init HibernateConfiguration for schemas: [CommonSchemaV1(name=net.corda.core.schemas.CommonSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1), NodeInfoSchemaV1(name=net.corda.node.internal.schemas.NodeInfoSchema, version=1), NodeCoreV1(name=net.corda.node.services.schema.NodeSchemaService$NodeCore, version=1)]
[INFO ] 2019-04-07T14:43:10,119Z [main] persistence.HibernateConfiguration.makeSessionFactoryForSchemas - Creating session factory for schemas: [CommonSchemaV1(name=net.corda.core.schemas.CommonSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1), NodeInfoSchemaV1(name=net.corda.node.internal.schemas.NodeInfoSchema, version=1), NodeCoreV1(name=net.corda.node.services.schema.NodeSchemaService$NodeCore, version=1)]
[INFO ] 2019-04-07T14:43:10,124Z [main] internal.ConnectionProviderInitiator.initiateService - HHH000130: Instantiating explicit connection provider: net.corda.nodeapi.internal.persistence.HibernateConfiguration$NodeDatabaseConnectionProvider
[INFO ] 2019-04-07T14:43:10,125Z [main] dialect.Dialect.<init> - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
[INFO ] 2019-04-07T14:43:10,130Z [main] type.BasicTypeRegistry.register - HHH000270: Type registration [materialized_blob] overrides previous : org.hibernate.type.MaterializedBlobType@2c7c898a
[INFO ] 2019-04-07T14:43:10,631Z [main] connections.access.getIsolatedConnection - HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@602e7a9e] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
[INFO ] 2019-04-07T14:43:10,883Z [main] persistence.HibernateConfiguration.makeSessionFactoryForSchemas - Created session factory for schemas: [CommonSchemaV1(name=net.corda.core.schemas.CommonSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1), NodeInfoSchemaV1(name=net.corda.node.internal.schemas.NodeInfoSchema, version=1), NodeCoreV1(name=net.corda.node.services.schema.NodeSchemaService$NodeCore, version=1)]
[INFO ] 2019-04-07T14:43:10,886Z [main] internal.QueryTranslatorFactoryInitiator.initiateService - HHH000397: Using ASTQueryTranslatorFactory
[INFO ] 2019-04-07T14:43:10,909Z [main] internal.Node.updateNodeInfo - Node-info has changed so submitting update. Old node-info was null
[INFO ] 2019-04-07T14:43:10,910Z [main] network.PersistentNetworkMapCache.addNode - Adding node with info: NodeInfo(addresses=[localhost:10012], legalIdentitiesAndCerts=[O=AIGeico, L=Paris, C=FR], platformVersion=4, serial=1554648190910)
[INFO ] 2019-04-07T14:43:10,929Z [main] network.PersistentNetworkMapCache.addNode - No previous node found
[INFO ] 2019-04-07T14:43:12,678Z [main] internal.Node.updateNodeInfo - New node-info: NodeInfo(addresses=[localhost:10012], legalIdentitiesAndCerts=[O=AIGeico, L=Paris, C=FR], platformVersion=4, serial=1554648190910)
[INFO ] 2019-04-07T14:43:12,831Z [main] pool.HikariPool.shutdown - HikariPool-1 - Close initiated...
[INFO ] 2019-04-07T14:43:12,838Z [main] pool.HikariPool.shutdown - HikariPool-1 - Closed.
